"726","11.728546"
"728","12.483945"
"730","13.319551"
"732","14.218263"
"734","15.220821"
"736","16.329541"
"738","17.596494"
"740","19.068792"
"742","20.602433"
"744","22.237583"
"746","24.039727"
"748","26.049426"
"750","28.326826"
"752","30.869556"
"754","33.668492"
"756","36.91493"
"758","40.44081"
"760","44.482076"
"762","48.957683"
"764","53.867553"
"766","59.512655"
"768","65.591183"
"770","72.295133"
"772","79.725764"
"774","88.258058"
"776","98.01724"
"778","108.04509"
"780","119.1221"
"782","130.68364"
"784","143.40234"
"786","156.55574"
"788","170.77213"
"790","185.80844"
"792","201.18457"
"794","217.12285"
"796","233.52036"
"798","250.27"
"800","270.21744"
"802","287.24516"
"804","304.18024"
"806","319.49354"
"808","334.14262"
"810","350.23097"
"812","365.06441"
"814","380.69594"
"816","396.35752"
"818","412.50058"
"820","429.4369"
"822","443.88834"
"824","459.00634"
"826","476.835"
"828","494.32919"
"830","510.53621"
"832","527.27422"
"834","544.34521"
"836","567.04412"
"838","585.36796"
"840","604.6862"
"842","624.55468"
"844","647.15048"
"846","671.24597"
"848","701.68598"
"850","736.97627"
"852","761.08994"
"854","793.05688"
"856","823.67174"
"858","865.16441"
"860","909.9961"
"862","957.00805"
"864","1028.1602"
"866","1098.6796"
"868","1173.2085"
"870","1259.8835"
"872","1327.792"
"874","1406.6161"
"876","1537.1471"
"878","1700.3479"
"880","1909.648"
"882","2089.1314"
"884","2277.7512"
"886","2643.7916"
"888","3165.6294"
"890","3964.8237"
"892","5235.498"
"894","6818.1533"
"896","10409.669"
